"","ID","DATE","ELEMENT","VALUE","MFLAG","QFLAG","SFLAG","NAME","LONGITUDE","LATITUDE","ELEVATION","elevation","tmax_normal_annual","vpdmax_normal_annual","tdmean_normal_annual","tmean_normal_annual","tmin_normal_annual","vpdmin_normal_annual","ppt_normal_annual","slope","aspect","ppt_2021_02","ppt_2021_03","CV_GAM_MODEL","CV_GAM_RASTER_PREDS","CV_GAM_SNODAS_50_50","CV_GAM_SNODAS_60_40","CV_GAM_SNODAS_70_30","CV_GAM_SNODAS_80_20","CV_GAM_SNODAS_90_10","CV_GAM_SNODAS_100","SNODAS_VALUE"
"1315424","USS0012L15S",2008-04-01,"WESD",713.7," "," ","T","Pine Creek",-112.25,38.88,0,2705,10.789999961853,10.7600002288818,-5.90000009536743,5,-0.800000011920929,3.30999994277954,812.340026855469,6.98326839447254,351.194681632549,83.2733993530273,79.4882965087891,496.569291082418,521.682877731597,332.492224931868,332.590669918242,332.689114904615,332.787559890989,332.886004877363,332.984449863736,332
"1320973","USS0012L20S",2008-04-01,"WESD",281.9," "," ","T","Jones Corral",-112.17,38.07,0,3003,9.89000034332275,10.3900003433228,-7.1100001335144,3.58999991416931,-2.72000002861023,2.25,680.659973144531,3.54809696702732,4.87964734579263,45.9511985778809,66.222900390625,304.632900265227,199.423537885397,270.198839329937,269.838607195924,269.478375061911,269.118142927898,268.757910793886,268.397678659873,272
"1336566","USS0012M03S",2008-04-01,"WESD",406.4," "," ","T","Webster Flat",-112.9,37.58,0,2743,11.0799999237061,11.0500001907349,-5.44000005722046,5.05999994277954,-0.97000002861023,2.55999994277954,780.309997558594,5.01154470198763,315.37290405088,51.6522979736328,56.7056999206543,488.520090290043,450.60364766651,431.730970338949,432.477164406739,433.223358474529,433.969552542318,434.715746610108,435.461940677898,428
"1352190","USS0012M05S",2008-04-01,"WESD",221," "," ","T","Harris Flat",-112.58,37.49,0,2380,14.0699996948242,14.8299999237061,-5.73000001907349,5.92000007629395,-2.24000000953674,2.49000000953674,529.700012207031,0.598081956082636,188.737768483677,19.2537002563477,35.0326995849609,223.167001033079,215.982776065045,91.135166197366,94.3621994368391,97.5892326763123,100.816265915786,104.043299155259,107.270332394732,75
"1365644","USS0012M06S",2008-04-01,"WESD",15.2," "," ","T","Long Valley Jct",-112.51,37.49,0,2279,14.9099998474121,15.460000038147,-5.25,6.92999982833862,-1.05999994277954,2.78999996185303,512.919982910156,2.3364626677385,128.984128741271,15.4487991333008,33.7028999328613,181.461487866557,171.412071927886,36.4758496091279,39.1710195309535,41.8661894527791,44.5613593746047,47.2565292964303,49.9516992182559,23
"1387871","USS0012M13S",2008-04-01,"WESD",426.7," "," ","T","Castle Valley",-112.74,37.66,0,2898,10.1700000762939,10.3000001907349,-6.09999990463257,3.4300000667572,-3.3199999332428,2.05999994277954,667.140014648438,2.02499271320834,93.6726618639357,44.8334007263184,58.3622970581055,316.312217300138,310.553637259097,417.329264609987,414.995117531984,412.660970453982,410.326823375979,407.992676297977,405.658529219974,429
"1410780","USS0012M23S",2008-04-01,"WESD",662.9," "," ","T","Midway Valley",-112.84,37.57,0,3036,8.77999973297119,9.38000011444092,-6.82999992370605,2.86999988555908,-3.03999996185303,1.61000001430511,905.690002441406,0.53521997388831,225.54025203458,49.4127006530762,55.4953994750977,552.519950209949,461.24586219723,621.193244824492,612.63189378939,604.070542754288,595.509191719187,586.947840684085,578.386489648983,664
"1421165","USS0012M26S",2008-04-01,"WESD",248.9," "," ","T","Agua Canyon",-112.27,37.52,0,2583,12.8299999237061,12.9399995803833,-6.05000019073486,5.51000022888184,-1.82000005245209,2.91000008583069,605.070007324219,3.26484034198994,283.261758527784,20.8239002227783,45.5608978271484,297.49800453515,292.237834451273,238.322661456633,239.187193747959,240.051726039286,240.916258330613,241.780790621939,242.645322913266,234
"1441222","USS0013M02S",2008-04-01,"WESD",94," "," ","T","Long Flat",-113.4,37.51,0,2457,13.2200002670288,12.9700002670288,-4.76000022888184,6.8899998664856,0.560000002384186,2.67000007629395,595.5,2.90604772788548,78.8524870379549,34.6950988769531,75.9520950317383,241.868391541495,248.641250379483,132.517432133772,135.220918560526,137.92440498728,140.627891414035,143.331377840789,146.034864267543,119
"1454955","USS0013M04S",2008-04-01,"WESD",0," "," ","T","Little Grassy",-113.85,37.49,0,1902,16.6200008392334,16.7000007629395,-3.75999999046326,9.97999954223633,3.33999991416931,3.70000004768372,591.059997558594,1.54414031495644,333.065669181368,16.3144989013672,43.3589973449707,226.01710052199,204.927603166795,31.6520254391617,37.9824305269941,44.3128356148264,50.6432407026588,56.9736457904911,63.3040508783235,0
"1471199","USS0013M05S",2008-04-01,"WESD",647.7," "," ","T","Kolob",-113.05,37.53,0,2796,10.6599998474121,11.0200004577637,-6.73000001907349,4.73999977111816,-1.17999994754791,2.35999989509583,857.109985351562,3.5935300689077,95.5187032977784,59.4457969665527,71.7574005126953,510.140286183022,456.273967643556,618.402118417075,612.28254210049,606.162965783905,600.04338946732,593.923813150735,587.80423683415,649
"1477895","USS0013M06S",2008-04-01,"WESD",269.2," "," ","T","Gutz Peak",-113.94,37.5,0,2132,14.4099998474121,13.8500003814697,-4.17000007629395,8.60000038146973,2.78999996185303,4.30000019073486,719.25,1.56200830325298,4.67048892436668,15.2491998672485,55.8588981628418,169.522394165577,270.889903907323,191,191,191,191,191,191,191
"1484591","USS0013M07S",2008-04-01,"WESD",353.1," "," ","T","Gardner Peak",-113.46,37.4,0,2564,12.3599996566772,11.9399995803833,-5.23000001907349,6.55000019073486,0.730000019073486,3.13000011444092,688.820007324219,9.18439602698593,317.014184249856,32.3004989624023,73.7807006835938,257.868636993124,292.996240815718,331,331,331,331,331,331,331
"1502044","USW00024127",2008-04-01,"WESD",0," "," ","0","SALT LAKE CITY INTL AP",-111.9694,40.7781,0,1290,17.7700004577637,17.6399993896484,0.959999978542328,11.6000003814697,5.42000007629395,3.51999998092651,409.769989013672,0.0432557527490177,359.999999999994,49.3164978027344,26.9778995513916,0,18.2175515384814,9.07462529205032,9.48955035046038,9.90447540887044,10.3194004672805,10.7343255256906,11.1492505841006,7
"156","US1UTBE0002",2009-04-01,"WESD",4.3," "," ","N","BRIGHAM CITY 1.2 N",-112.005,41.5267,0,1320,16.6900005340576,16.8199996948242,-0.680000007152557,9.85999965667725,3.01999998092651,2.78999996185303,552.239990234375,4.77988927680678,252.304366912285,70.0197982788086,30.1354999542236,36.7172465964391,0,0,0,0,0,0,0,0
"6542","US1UTCH0003",2009-04-01,"WESD",15.2," "," ","N","LOGAN 1.7 ESE",-111.8046,41.7305,0,1412,15.5,15.5,-1.42999994754791,8.34000015258789,1.17999994754791,1.6599999666214,501.779998779297,2.42730293105117,246.74744565538,72.6842956542969,29.2990989685059,0,25.4257124558003,27.5952082206835,27.5142498648202,27.4332915089569,27.3523331530936,27.2713747972303,27.1904164413669,28
"9146","US1UTCH0013",2009-04-01,"WESD",10.7," "," ","N","RICHMOND 1.6 NE",-111.79,41.9383,0,1515,15,14.8800001144409,-1.82000005245209,7.82000017166138,0.639999985694885,1.80999994277954,576.570007324219,5.50809312150744,287.07267902018,44.9474983215332,26.8502998352051,73.7872241053934,55.544684806485,25,25,25,25,25,25,25
"82678","USS0009J01S",2009-04-01,"WESD",218.4," "," ","T","King's Cabin",-109.54,40.72,0,2747,9.92000007629395,10.1000003814697,-6.69000005722046,2.34999990463257,-5.23000001907349,1.16999995708466,671.659973144531,4.78612435679289,87.9330736332216,27.7395992279053,98.5160980224609,251.599210853573,190.238025751513,148.806043927134,149.367252712561,149.928461497987,150.489670283414,151.050879068841,151.612087854268,146
"99015","USS0009J05S",2009-04-01,"WESD",241.3," "," ","T","Mosby Mtn.",-109.89,40.61,0,2940,9,9.51000022888184,-7.94000005722046,1.80999994277954,-5.3899998664856,1.72000002861023,741.030029296875,1.89678728327232,118.85039185745,22.4615993499756,81.2182006835938,351.517831269815,308.998821389772,196.833388760003,198.600066512004,200.366744264005,202.133422016005,203.900099768006,205.666777520007,188
"112748","USS0009J08S",2009-04-01,"WESD",106.7," "," ","T","Hickerson Park",-109.96,40.91,0,2781,10.2200002670288,10.4499998092651,-7.05000019073486,2.20000004768372,-5.82000017166138,1.21000003814697,548.580017089844,3.48667252307866,160.692760555936,29.0303993225098,87.3628005981445,134.795542968451,139.619380372397,48.5565674013815,50.4678808816578,52.3791943619341,54.2905078422105,56.2018213224868,58.1131348027631,39
"129085","USS0009J16S",2009-04-01,"WESD",208.3," "," ","T","Trout Creek",-109.67,40.74,0,2854,9.28999996185303,9.56999969482422,-7.01999998092651,1.82000005245209,-5.65999984741211,1.17999994754791,697.659973144531,1.48509419801237,267.774829830569,24.4925994873047,90.3390960693359,329.091560153463,282.973390258211,209.201660902549,211.041993083059,212.882325263569,214.722657444079,216.562989624589,218.403321805099,200
"142477","USS0009K01S",2009-04-01,"WESD",177.8," "," ","T","East Willow Creek",-109.53,39.31,0,2595,11.1199998855591,11.0799999237061,-5.78999996185303,4.59999990463257,-1.91999995708466,1.77999997138977,523.950012207031,1.57835380153368,80.2727270697663,14.6694993972778,38.3272972106934,36.5733741759119,71.8853965394509,159.999999399219,159.999999279063,159.999999158906,159.99999903875,159.999998918594,159.999998798438,160
"161418","USS0009L03S",2009-04-01,"WESD",264.2," "," ","T","Lasal Mountain",-109.27,38.48,0,2849,11.539999961853,10.9399995803833,-6.28000020980835,5.32999992370605,-0.879999995231628,2.69000005722046,834.97998046875,7.48796762321208,301.127208872154,51.4824981689453,92.2237014770508,411.853604756758,338.9080120941,244,244,244,244,244,244,244
"178840","USS0009M02S",2009-04-01,"WESD",223.5," "," ","T","Camp Jackson",-109.49,37.81,0,2638,11.4300003051758,10.0299997329712,-4.65999984741211,5.92000007629395,0.400000005960464,2.75999999046326,715.349975585938,8.54732262685655,272.159046815017,71.8532943725586,120.983093261719,269.946095606385,246.879930990861,212.000007908464,212.000009490157,212.00001107185,212.000012653543,212.000014235236,212.000015816928,212
"192573","USS0010J01S",2009-04-01,"WESD",121.9," "," ","T","Hole-in-Rock",-110.19,40.92,0,2832,9.77000045776367,10.289999961853,-7.19999980926514,1.96000003814697,-5.8600001335144,1.10000002384186,565.909973144531,4.36565797328018,12.2142126904277,45.4468002319336,91.1778945922852,128.196795320523,148.48864653006,122.571262600016,123.085515120019,123.599767640022,124.114020160026,124.628272680029,125.142525200032,120
"206306","USS0010J04S",2009-04-01,"WESD",246.4," "," ","T","Hewinta",-110.48,40.95,0,2905,9.53999996185303,10.1700000762939,-7.73999977111816,1.38999998569489,-6.76999998092651,0.77999997138977,662.460021972656,1.95529107388256,331.747178159237,73.1356964111328,77.2440948486328,280.464459060607,265.752608576067,228.051024450284,229.061229340341,230.071434230398,231.081639120455,232.091844010512,233.102048900569,223
"227541","USS0010J10S",2009-04-01,"WESD",271.8," "," ","T","Lakefork #1",-110.43,40.6,0,3138,8.06999969482422,8.9399995803833,-8.5600004196167,0.430000007152557,-7.21000003814697,1.53999996185303,678.039978027344,1.0087942885972,244.612222176501,50.0083999633789,66.1479949951172,284.013466765952,221.364784466254,233.575865793637,233.291038952364,233.006212111092,232.721385269819,232.436558428547,232.151731587274,235
"252372","USS0010J18S",2009-04-01,"WESD",160," "," ","T","Rock Creek",-110.69,40.55,0,2404,11.6800003051758,11.9700002670288,-5.67999982833862,4.17000007629395,-3.34999990463257,1.89999997615814,609.840026855469,1.17958444335404,230.540740031152,53.225700378418,48.5750999450684,225.185883323563,103.516571738354,160.371182060392,157.64541847247,154.919654884548,152.193891296626,149.468127708705,146.742364120783,174
"268709","USS0010J20S",2009-04-01,"WESD",317.5," "," ","T","Steel Creek Park",-110.5,40.91,0,3086,8.26000022888184,8.94999980926514,-7.3899998664856,1.04999995231628,-6.17000007629395,0.949999988079071,762.510009765625,3.6784973319539,32.0648626684663,86.8357009887695,85.4633941650391,329.208718200256,321.082861510139,315.616961913075,315.94035429569,316.263746678305,316.58713906092,316.910531443535,317.23392382615,314
"293478","USS0010J25S",2009-04-01,"WESD",502.9," "," ","T","Lakefork Basin",-110.62,40.74,0,3350,7.15999984741211,7.75,-7.09999990463257,0.25,-6.65999984741211,1.01999998092651,982.429992675781,3.40649694120011,153.130899651749,104.296600341797,71.9047012329102,572.696953163624,542.019251298171,506.230735974252,509.476883169103,512.723030363953,515.969177558804,519.215324753654,522.461471948505,490
"306622","USS0010J26S",2009-04-01,"WESD",386.1," "," ","T","Five Points Lake",-110.47,40.72,0,3378,7.01999998092651,7.59999990463257,-7.3899998664856,-0.0199999995529652,-7.05999994277954,1.04999995231628,899.590026855469,5.76543064390204,140.480202163667,78.8807983398438,68.4054946899414,462.460446094226,414.924989353067,385.371059622486,386.845271546984,388.319483471481,389.793695395978,391.267907320475,392.742119244973,378
"322959","USS0010J30S",2009-04-01,"WESD",393.7," "," ","T","Brown Duck",-110.59,40.58,0,3176,8.05000019073486,8.86999988555908,-8.47999954223633,0.899999976158142,-6.26000022888184,1.60000002384186,887,1.74620744356898,90.9459424829086,75.3267974853516,79.9032974243164,491.202822125476,445.83299446321,399.923437654821,403.308125185785,406.692812716749,410.077500247713,413.462187778677,416.846875309641,383
"338211","USS0010J35S",2009-04-01,"WESD",355.6," "," ","T","Lily Lake",-110.8,40.86,0,2776,10.0600004196167,11.0600004196167,-6.98999977111816,2.22000002861023,-5.63000011444092,1,740.25,3.5403808747547,6.02004792518575,71.9704971313477,65.0101013183594,344.466726416626,276.55118409338,336.37266379715,333.04719655658,329.72172931601,326.39626207544,323.07079483487,319.7453275943,353
"353804","USS0010J43S",2009-04-01,"WESD",327.7," "," ","T","Chepeta",-110.01,40.77,0,3188,7.23000001907349,7.8899998664856,-7.38000011444092,0.219999998807907,-6.78999996185303,1.27999997138977,799.5,3.63135708957878,208.798117965602,41.9619979858398,83.6820983886719,377.680495506734,348.415630973374,364.093978126008,363.71277375121,363.331569376412,362.950365001613,362.569160626815,362.187956252017,366
"370141","USS0010J44S",2009-04-01,"WESD",403.9," "," ","T","Hayden Fork",-110.88,40.8,0,2815,9.85999965667725,10.7700004577637,-7.23000001907349,1.94000005722046,-5.98000001907349,0.949999988079071,872.460021972656,4.49553122934345,89.7249163672731,102.256896972656,80.1116943359375,474.312926125545,452.15227073312,471.122017501922,469.546421002306,467.97082450269,466.395228003075,464.819631503459,463.244035003844,479
"386478","USS0010J52S",2009-04-01,"WESD",596.9," "," ","T","Trial Lake",-110.95,40.68,0,2985,8.59000015258789,9.34000015258789,-6.84999990463257,1.75999999046326,-5.07999992370605,1.37999999523163,1015.75,1.3284499441869,183.281094004999,120.689498901367,75.6825942993164,663.128952488302,587.934340457687,580.384706642467,580.86164797096,581.338589299453,581.815530627947,582.29247195644,582.769413284934,578
"407248","USS0010K01S",2009-04-01,"WESD",233.7," "," ","T","Indian Canyon",-110.75,39.89,0,2716,11.1400003433228,11.3400001525879,-6,4.69000005722046,-1.75999999046326,3,637.429992675781,4.33716023420457,303.421979517047,50.1571998596191,64.0961990356445,221.232303465423,196.166570984378,160.345097150685,160.614116580822,160.883136010959,161.152155441096,161.421174871233,161.69019430137,159
"423523","USS0010K02S",2009-04-01,"WESD",248.9," "," ","T","White River #1",-110.99,39.96,0,2643,10.8199996948242,11.039999961853,-5.71000003814697,4.17000007629395,-2.48000001907349,2.38000011444092,594.22998046875,5.27568472332334,256.525474316617,55.4116973876953,48.4776000976562,164.405303669253,172.465932913761,231.481028087132,230.577233704559,229.673439321985,228.769644939412,227.865850556838,226.962056174265,236
"430436","USS0010K06S",2009-04-01,"WESD",165.1," "," ","T","Timberline",-110.43,39.68,0,2676,11.8299999237061,12.3299999237061,-6.34000015258789,5.51000022888184,-0.819999992847443,2.99000000953674,599.309997558594,4.41526573551928,253.13816567368,38.0116996765137,51.86669921875,184.738980726801,198.945553568904,169.117408967194,169.140890760633,169.164372554072,169.187854347511,169.21133614095,169.234817934388,169
"464319","USS0011H08S",2009-04-01,"WESD",1183.6," "," ","T","Ben Lomond Peak",-111.94,41.38,0,2050,12.5200004577637,12.3500003814697,-3.75,6.3600001335144,0.189999997615814,2.79999995231628,1422.57995605469,11.1265212121201,70.5683803513235,131.720397949219,35.2219009399414,899.261303702949,629.04151912325,667.179690777066,665.615628932479,664.051567087892,662.487505243306,660.923443398719,659.359381554132,675
"480656","USS0011H21S",2009-04-01,"WESD",535.9," "," ","T","Horse Ridge",-111.45,41.31,0,2485,10.3500003814697,9.98999977111816,-4.07999992370605,4.78000020980835,-0.800000011920929,2.46000003814697,932.130004882812,0.435409999082621,160.692614821965,109.118896484375,31.978199005127,606.985593346036,520.756459721213,518.513224070523,518.615868884627,518.718513698732,518.821158512836,518.923803326941,519.026448141045,518
"496993","USS0011H25S",2009-04-01,"WESD",264.2," "," ","T","Little Bear",-111.83,41.41,0,1987,12.7200002670288,12.960000038147,-4.15000009536743,6.28999996185303,-0.140000000596046,2.77999997138977,905.559997558594,7.07004097484233,322.309229886841,93.6112976074219,33.2021980285645,481.135628406134,432.748509357375,205.473288603057,218.767946323668,232.06260404428,245.357261764891,258.651919485503,271.946577206114,139
"512586","USS0011H30S",2009-04-01,"WESD",480.1," "," ","T","Ben Lomond Trail",-111.92,41.38,0,1791,13.8000001907349,14.3500003814697,-4.07000017166138,6.96000003814697,0.119999997317791,2.96000003814697,1071.18005371094,4.04709191447104,93.7728085489376,131.720397949219,35.2219009399414,673.728939847334,636.960301203185,488.01087466841,495.413049602092,502.815224535774,510.217399469456,517.619574403138,525.02174933682,451
"537975","USS0011H36S",2009-04-01,"WESD",1000.8," "," ","T","Tony Grove Lake",-111.63,41.9,0,2586,9.05000019073486,8.6899995803833,-4.26999998092651,3.75999999046326,-1.52999997138977,2.04999995231628,1208.91003417969,3.30430891537223,186.388134160072,187.05729675293,38.336498260498,859.133235949352,884.317008417079,819.984854400596,825.781825280716,831.578796160835,837.375767040954,843.172737921073,848.969708801192,791
"554312","USS0011H37S",2009-04-01,"WESD",485.1," "," ","T","Bug Lake",-111.42,41.68,0,2507,10.0100002288818,10.3100004196167,-4.92000007629395,4.01000022888184,-1.99000000953674,2.16000008583069,772.22998046875,1.74798830921864,209.062748480968,106.781997680664,32.6759986877441,391.175996177871,358.212458765487,483.793930430076,480.552716516091,477.311502602106,474.070288688122,470.829074774137,467.587860860152,500
"570649","USS0011H55S",2009-04-01,"WESD",508," "," ","T","Dry Bread Pond",-111.54,41.41,0,2515,9.89000034332275,9.67000007629395,-4.34999990463257,4.32000017166138,-1.25999999046326,2.32999992370605,788.739990234375,2.78678558411374,247.987252610088,107.969497680664,42.6879005432129,415.333112342791,404.684283454587,473.133234527399,468.959881432879,464.786528338358,460.613175243838,456.439822149318,452.266469054798,494
"586986","USS0011H57S",2009-04-01,"WESD",683.3," "," ","T","Monte Cristo",-111.5,41.47,0,2697,8.65999984741211,8.75,-5.15999984741211,3.15000009536743,-2.35999989509583,1.98000001907349,998.820007324219,1.25634628366293,304.212471539667,141.50569152832,48.8178977966309,705.110268558796,650.32418404484,637.438557528942,638.12626903473,638.813980540519,639.501692046307,640.189403552095,640.877115057883,634
"594705","USS0011H58S",2009-04-01,"WESD",495.3," "," ","T","Temple Fork",-111.55,41.79,0,2230,11.4200000762939,11.4099998474121,-3.84999990463257,5.63000011444092,-0.170000001788139,2.67000007629395,757.97998046875,3.43238317971395,282.47888545728,92.80419921875,22.4084987640381,354.077033096125,342.137460308002,392.594754730749,388.113705676899,383.632656623048,379.151607569198,374.670558515348,370.189509461498,415
"601432","USS0011H59S",2009-04-01,"WESD",487.7," "," ","T","Lightning Ridge",-111.49,41.36,0,2499,10.1899995803833,9.92000007629395,-4.26000022888184,4.65999984741211,-0.870000004768372,2.50999999046326,894.530029296875,1.08624596595838,165.666151445587,132.753601074219,42.1133003234863,549.065589186661,538.592153504552,479.671809261632,483.006171113958,486.340532966284,489.674894818611,493.009256670937,496.343618523263,463
"607043","USS0011H60S",2009-04-01,"WESD",797.6," "," ","T","Usu Doc Daniel",-111.51,41.86,0,2605,8.96000003814697,8.89000034332275,-4.53000020980835,3.60999989509583,-1.74000000953674,2.04999995231628,1076.65002441406,3.69377639222807,313.319078818892,116.587600708008,27.5778999328613,725.544194826853,573.08290304682,702.833035385253,691.599642462304,680.366249539354,669.132856616405,657.899463693456,646.666070770506,759
"623380","USS0011J01S",2009-04-01,"WESD",617.2," "," ","T","Chalk Creek #1",-111.05,40.85,0,2887,8.73999977111816,9.30000019073486,-6.40000009536743,2.72000002861023,-3.30999994277954,1.78999996185303,1056.92004394531,2.82926220198967,91.6048646992103,104.362098693848,92.0610961914062,671.30434234896,540.865940603767,593.443925492742,592.13271059129,590.821495689838,589.510280788387,588.199065886935,586.887850985483,600
"639717","USS0011J02S",2009-04-01,"WESD",459.7," "," ","T","Chalk Creek #2",-111.07,40.89,0,2454,11.2700004577637,11.6300001144409,-5.25,4.61999988555908,-2.03999996185303,2.11999988555908,734.25,5.67295699457566,319.575750428287,65.3061981201172,54.2271003723145,318.770011090307,274.00565834816,437.185509086623,434.022610903947,430.859712721272,427.696814538596,424.533916355921,421.371018173245,453
"659743","USS0011J08S",2009-04-01,"WESD",363.2," "," ","T","Strawberry Divide",-111.21,40.16,0,2495,11.8400001525879,12.1899995803833,-5.09000015258789,4.92000007629395,-2.00999999046326,2.32999992370605,730.950012207031,5.74489855501885,103.968250946965,72.3123016357422,37.7078971862793,291.24420102994,280.033503945909,259.508707386963,259.610448864356,259.712190341749,259.813931819141,259.915673296534,260.017414773927,259
"676080","USS0011J11S",2009-04-01,"WESD",1115.1," "," ","T","Farmington",-111.82,40.99,0,2150,11.7600002288818,11.1000003814697,-3.73000001907349,5.57000017166138,-0.620000004768372,2.38000011444092,1131.77001953125,0.736637377466184,251.158862176166,156.68359375,71.0698013305664,729.386150850387,769.090129829313,816.208154473907,813.849785368689,811.49141626347,809.133047158252,806.774678053033,804.416308947815,828
"683055","USS0011J12S",2009-04-01,"WESD",617.2," "," ","T","Farmington Lower",-111.81,40.97,0,2498,9.69999980926514,8.88000011444092,-3.46000003814697,4.71000003814697,-0.280000001192093,2.49000000953674,1401.89001464844,11.4677232111506,46.9789822055581,176.176300048828,79.9685974121094,1120.95228697026,1009.76132603651,952.682985829413,959.419582995296,966.156180161179,972.892777327062,979.629374492944,986.365971658827,919
"699392","USS0011J21S",2009-04-01,"WESD",602," "," ","T","Timpanogos Divide",-111.62,40.43,0,2547,10.3999996185303,9.78999996185303,-4.30000019073486,5.34000015258789,0.280000001192093,3.03999996185303,1015.34997558594,9.92744006770794,24.6721777132582,80.8000946044922,84.3266983032227,568.3232571591,520.440746616512,605.0991740068,602.51900880816,599.93884360952,597.35867841088,594.77851321224,592.1983480136,618
"719449","USS0011J23S",2009-04-01,"WESD",401.3," "," ","T","Daniels-Strawberry",-111.26,40.3,0,2494,11.6899995803833,12.1700000762939,-5.44999980926514,4.94000005722046,-1.82000005245209,2.4300000667572,814.159973144531,5.36703491579627,67.4774835823557,77.9416961669922,43.6414985656738,397.130213951872,350.741599183249,374.45847634153,374.350171609836,374.241866878142,374.133562146447,374.025257414753,373.916952683059,375
"735786","USS0011J32S",2009-04-01,"WESD",160," "," ","T","Currant Creek",-111.09,40.36,0,2470,12.0500001907349,12.6199998855591,-6.1399998664856,3.6800000667572,-4.69999980926514,1.47000002861023,604.460021972656,2.4642155426093,159.327353873063,63.2824974060059,39.5912971496582,205.706894221819,180.168015185741,253.97452553111,253.569430637332,253.164335743554,252.759240849776,252.354145955998,251.94905106222,256
"746543","USS0011J37S",2009-04-01,"WESD",452.1," "," ","T","Hardscrabble",-111.72,40.87,0,2253,11.9899997711182,11.1499996185303,-3.17000007629395,6.19999980926514,0.409999996423721,2.66000008583069,990.580017089844,7.92614743220779,306.682336668905,157.260589599609,65.1208953857422,581.364041819518,565.940810896197,479.792575969755,487.751091163706,495.709606357657,503.668121551608,511.626636745559,519.58515193951,440
"758819","USS0011J42S",2009-04-01,"WESD",1120.1," "," ","T","Snowbird",-111.66,40.56,0,3003,7.55999994277954,7.55000019073486,-5.53999996185303,2.89000010490417,-1.78999996185303,2.51999998092651,1482.14001464844,13.433723189693,336.892327558141,167.157501220703,124.518096923828,1059.66229367553,968.628926972922,1090.1773929381,1083.01287152573,1075.84835011335,1068.68382870097,1061.51930728859,1054.35478587621,1126
"775156","USS0011J46S",2009-04-01,"WESD",236.2," "," ","T","Beaver Divide",-111.1,40.61,0,2515,11.3800001144409,11.9499998092651,-5.59999990463257,4.32999992370605,-2.72000002861023,2.04999995231628,750.590026855469,4.65446720078018,233.92588182993,73.0944976806641,44.7355003356934,350.196033372523,313.670036117779,340.950708932358,339.74085071883,338.530992505302,337.321134291773,336.111276078245,334.901417864716,347
"791493","USS0011J52S",2009-04-01,"WESD",401.3," "," ","T","Parley's Summit",-111.63,40.76,0,2275,12.2700004577637,11.710000038147,-3.49000000953674,6.3600001335144,0.439999997615814,2.75,875.150024414062,3.33201501347664,207.345231353265,115.447494506836,58.8490982055664,499.163498270021,423.213120953576,404.418222080169,406.901866496202,409.385510912236,411.86915532827,414.352799744303,416.836444160337,392
"807830","USS0011J53S",2009-04-01,"WESD",388.6," "," ","T","Smith & Morehouse",-111.12,40.79,0,2275,12.5799999237061,12.9300003051758,-5.28000020980835,4.75,-3.07999992370605,1.63999998569489,782.039978027344,5.16098004073292,185.914557319693,62.9459991455078,51.7645988464355,372.676342359392,217.019198790255,366.221893245446,362.466271894535,358.710650543624,354.955029192713,351.199407841803,347.443786490892,385
"820540","USS0011J56S",2009-04-01,"WESD",591.8," "," ","T","Thaynes Canyon",-111.53,40.62,0,2744,8.97000026702881,8.86999988555908,-4.65999984741211,3.85999989509583,-1.25999999046326,2.47000002861023,924.070007324219,5.33437853389172,15.2340544440967,114.14249420166,94.2988967895508,523.529872191193,512.681574679243,562.24012574735,559.28815089682,556.336176046291,553.384201195761,550.432226345231,547.480251494701,577
"833901","USS0011J57S",2009-04-01,"WESD",556.3," "," ","T","Brighton",-111.58,40.6,0,2807,8.55000019073486,8.47000026702881,-5,3.38000011444092,-1.78999996185303,2.3199999332428,1073.31994628906,10.3303045706444,320.949145594224,127.566093444824,91.4011001586914,685.757898288077,642.564099124008,702.335617888589,697.602741466307,692.869865044025,688.136988621743,683.404112199461,678.671235777179,726
"846611","USS0011J64S",2009-04-01,"WESD",782.3," "," ","T","Lookout Peak",-111.71,40.84,0,2542,9.97000026702881,9.48999977111816,-4,4.53999996185303,-0.899999976158142,2.28999996185303,1099.71997070312,8.78076381643251,109.957024394345,180.971298217773,77.7943954467773,683.075642215653,693.654201807593,728.722835702496,722.867402842995,717.011969983495,711.156537123994,705.301104264493,699.445671404992,758
"859228","USS0011J65S",2009-04-01,"WESD",680.7," "," ","T","Mill-D North",-111.64,40.66,0,2654,9.47999954223633,9.51000022888184,-4.78999996185303,4.05000019073486,-1.37999999523163,2.49000000953674,1049.72998046875,9.0396535206845,193.198160924611,155.312896728516,91.9273986816406,636.324099471397,632.847136311815,644.080028564946,642.496034277936,640.912039990925,639.328045703914,637.744051416903,636.160057129893,652
"867784","USS0011J68S",2009-04-01,"WESD",759.5," "," ","T","Parrish Creek",-111.81,40.93,0,2173,12.0500001907349,11.2700004577637,-3.39000010490417,5.8899998664856,-0.270000010728836,2.4300000667572,1117.13000488281,8.58617380942555,252.992065749045,168.809097290039,77.2742004394531,721.715154167072,668.47152595955,463.875517101657,478.650620521988,493.42572394232,508.200827362651,522.975930782982,537.751034203314,390
